Time (s),Accel Roll (deg),Gyro Roll (deg)
49.752,-0.99,-0.47
49.767,-0.97,-0.47
49.782,-0.97,-0.48
49.797,-0.98,-0.48
49.812,-1.0,-0.48
49.827,-1.02,-0.49
49.842,-1.07,-0.49
49.857,-1.05,-0.49
49.871,-0.98,-0.5
49.886,-1.0,-0.5
49.9,-1.07,-0.5
49.915,-1.07,-0.5
49.929,-1.05,-0.51
49.944,-1.05,-0.51
49.958,-1.02,-0.51
49.973,-1.03,-0.52
49.987,-1.05,-0.52
50.002,-1.05,-0.52
50.016,-1.04,-0.52
50.03,-1.02,-0.53
50.045,-1.03,-0.53
50.059,-1.07,-0.53
50.074,-1.09,-0.54
50.088,-1.09,-0.54
50.102,-1.08,-0.54
50.117,-1.04,-0.54
50.131,-0.98,-0.55
50.146,-0.95,-0.55
50.16,-1.02,-0.55
50.175,-0.98,-0.55
50.19,-0.9,-0.56
50.205,-1.07,-0.56
50.219,-1.16,-0.56
50.233,-1.15,-0.56
50.248,-0.88,-0.57
50.262,-0.97,-0.57
50.277,-1.09,-0.57
50.292,-1.07,-0.57
50.306,-0.95,-0.58
50.321,-1.05,-0.58
50.335,-1.07,-0.58
50.35,-0.98,-0.58
50.364,-0.94,-0.59
50.379,-1.03,-0.59
50.394,-1.01,-0.59
50.409,-1.0,-0.59
50.424,-0.99,-0.59
50.44,-1.03,-0.6
50.454,-1.02,-0.6
50.469,-0.96,-0.6
50.484,-1.02,-0.6
50.499,-1.06,-0.6
50.514,-1.02,-0.61
50.529,-0.96,-0.61
50.543,-0.99,-0.61
50.559,-1.06,-0.61
50.573,-1.06,-0.61
50.588,-1.0,-0.62
50.603,-0.97,-0.62
50.618,-1.07,-0.62
50.633,-1.03,-0.62
50.648,-1.01,-0.63
50.663,-1.04,-0.63
50.677,-1.05,-0.63
50.692,-0.98,-0.63
50.707,-0.96,-0.63
50.722,-1.05,-0.63
50.737,-1.03,-0.64
50.752,-0.97,-0.64
50.767,-0.94,-0.64
50.782,-1.07,-0.64
50.797,-1.09,-0.64
50.813,-0.94,-0.64
50.828,-1.0,-0.64
50.843,-1.09,-0.64
50.858,-1.06,-0.65
50.873,-0.98,-0.65
50.888,-0.98,-0.65
50.902,-1.01,-0.65
50.916,-1.0,-0.65
50.931,-1.01,-0.65
50.945,-1.04,-0.65
50.96,-1.07,-0.66
50.974,-1.07,-0.66
50.989,-1.03,-0.66
51.003,-1.06,-0.66
51.017,-1.0,-0.66
51.032,-1.03,-0.67
51.046,-1.04,-0.67
51.061,-1.04,-0.67
51.075,-0.99,-0.67
51.09,-0.95,-0.67
51.105,-1.01,-0.67
51.119,-1.04,-0.67
51.134,-1.02,-0.68
51.148,-1.05,-0.68
51.163,-1.07,-0.68
51.177,-1.05,-0.68
51.192,-1.01,-0.68
51.206,-1.0,-0.68
51.221,-1.02,-0.68
51.235,-1.05,-0.68
51.25,-1.06,-0.69
51.264,-1.04,-0.69
51.279,-1.03,-0.69
51.295,-0.97,-0.69
51.309,-0.99,-0.69
51.324,-1.12,-0.69
51.338,-1.09,-0.69
51.353,-0.98,-0.7
51.367,-1.0,-0.7
51.382,-1.07,-0.7
51.397,-1.05,-0.7
51.411,-1.0,-0.7
51.426,-1.09,-0.7
51.441,-1.06,-0.7
51.456,-0.97,-0.7
51.471,-0.97,-0.7
51.486,-1.0,-0.71
51.501,-1.05,-0.71
51.516,-1.06,-0.71
51.531,-1.03,-0.71
51.546,-0.99,-0.71
51.56,-1.02,-0.71
51.575,-1.01,-0.71
51.59,-1.0,-0.71
51.605,-1.04,-0.71
51.62,-1.03,-0.71
51.635,-0.99,-0.71
51.65,-1.01,-0.71
51.665,-1.05,-0.71
51.679,-1.01,-0.71
51.694,-0.96,-0.71
51.709,-1.05,-0.72
51.723,-1.07,-0.72
51.738,-1.02,-0.72
51.753,-1.0,-0.72
51.768,-1.02,-0.72
51.783,-1.02,-0.72
51.798,-0.98,-0.72
51.813,-0.98,-0.72
51.828,-1.04,-0.72
51.843,-1.08,-0.73
51.857,-1.14,-0.73
51.872,-1.11,-0.73
51.887,-0.96,-0.73
51.901,-1.0,-0.73
51.916,-1.07,-0.73
51.93,-1.03,-0.73
51.945,-1.1,-0.73
51.959,-1.07,-0.74
51.974,-0.94,-0.74
51.989,-0.95,-0.74
52.004,-0.99,-0.74
52.018,-1.08,-0.74
52.033,-1.07,-0.74
52.047,-1.03,-0.74
52.061,-0.98,-0.74
52.076,-1.01,-0.74
52.091,-0.99,-0.74
52.105,-0.99,-0.74
52.12,-1.03,-0.74
52.134,-0.99,-0.75
52.148,-0.91,-0.75
52.163,-0.9,-0.75
52.177,-0.96,-0.75
52.192,-1.08,-0.75
52.206,-1.05,-0.75
52.221,-0.96,-0.75
52.235,-0.99,-0.75
52.25,-1.03,-0.75
52.265,-1.01,-0.75
52.279,-0.97,-0.75
52.293,-1.05,-0.75
52.308,-1.04,-0.75
52.323,-1.04,-0.75
52.337,-1.02,-0.76
52.351,-1.0,-0.76
52.366,-1.02,-0.76
52.38,-1.0,-0.76
52.395,-0.98,-0.76
52.41,-0.99,-0.76
52.425,-1.03,-0.76
52.44,-1.01,-0.76
52.455,-1.03,-0.76
52.47,-1.03,-0.76
52.485,-1.02,-0.76
52.5,-0.98,-0.76
52.514,-0.98,-0.76
52.529,-1.01,-0.76
52.543,-0.94,-0.76
52.558,-1.0,-0.76
52.573,-1.05,-0.76
52.588,-1.04,-0.76
52.602,-1.01,-0.76
52.617,-1.03,-0.76
52.632,-1.05,-0.76
52.647,-1.03,-0.76
52.661,-1.0,-0.76
52.676,-0.97,-0.76
52.691,-1.05,-0.76
52.706,-1.0,-0.76
52.721,-1.0,-0.76
52.735,-1.06,-0.77
52.75,-1.03,-0.77
52.765,-1.02,-0.77
52.783,-1.09,-0.77
52.798,-1.09,-0.77
52.812,-1.02,-0.77
52.827,-0.96,-0.77
52.842,-0.99,-0.77
52.857,-1.0,-0.77
52.872,-0.96,-0.77
52.887,-0.99,-0.77
52.902,-1.0,-0.77
52.917,-1.05,-0.77
52.931,-1.05,-0.77
52.946,-1.02,-0.77
52.96,-1.01,-0.77
52.975,-1.02,-0.77
52.99,-1.05,-0.77
53.005,-1.03,-0.77
53.019,-1.03,-0.78
53.033,-1.02,-0.78
53.048,-1.03,-0.78
53.063,-1.01,-0.78
53.077,-0.98,-0.78
53.092,-1.05,-0.78
53.106,-1.11,-0.78
53.121,-1.11,-0.78
53.135,-0.99,-0.78
53.15,-1.01,-0.78
53.164,-1.09,-0.78
53.179,-1.1,-0.78
53.194,-1.05,-0.78
53.208,-0.98,-0.79
53.223,-0.94,-0.79
53.237,-0.94,-0.79
53.252,-1.03,-0.78
53.267,-1.01,-0.78
53.281,-0.97,-0.78
53.296,-1.03,-0.78
53.31,-0.96,-0.78
53.325,-0.96,-0.78
53.339,-1.03,-0.78
53.354,-1.07,-0.78
53.368,-1.07,-0.78
53.383,-1.05,-0.78
53.397,-1.0,-0.78
53.412,-1.03,-0.78
53.427,-1.04,-0.78
53.442,-0.96,-0.78
53.456,-0.96,-0.78
53.471,-1.02,-0.78
53.486,-1.04,-0.78
53.501,-1.03,-0.78
53.516,-1.02,-0.78
53.531,-1.05,-0.78
53.545,-1.06,-0.78
53.56,-1.08,-0.78
53.575,-1.07,-0.78
53.59,-1.07,-0.78
53.605,-1.05,-0.78
53.62,-1.03,-0.78
53.634,-1.04,-0.78
53.649,-1.01,-0.78
53.664,-1.05,-0.78
53.679,-1.04,-0.78
53.694,-1.01,-0.78
53.709,-1.0,-0.78
53.724,-1.01,-0.78
53.739,-0.99,-0.78
53.754,-0.98,-0.78
53.769,-1.05,-0.78
53.784,-1.03,-0.78
53.799,-1.0,-0.78
53.814,-1.0,-0.78
53.829,-1.06,-0.78
53.845,-1.05,-0.78
53.86,-0.99,-0.78
53.875,-0.96,-0.78
53.89,-1.04,-0.78
53.904,-1.14,-0.78
53.919,-1.08,-0.78
53.933,-1.01,-0.78
53.948,-1.0,-0.78
53.963,-0.96,-0.78
53.977,-0.98,-0.78
53.992,-1.06,-0.78
54.006,-1.06,-0.78
54.02,-1.02,-0.78
54.035,-0.96,-0.78
54.049,-0.98,-0.78
54.064,-1.07,-0.78
54.078,-1.07,-0.78
54.093,-1.01,-0.78
54.107,-1.03,-0.78
54.121,-1.0,-0.78
54.136,-1.01,-0.78
54.15,-0.99,-0.79
54.165,-1.02,-0.79
54.179,-1.07,-0.79
54.194,-1.05,-0.79
54.21,-0.94,-0.79
54.224,-0.98,-0.79
54.239,-1.05,-0.79
54.254,-1.03,-0.79
54.268,-1.03,-0.79
54.283,-1.02,-0.79
54.297,-1.01,-0.79
54.311,-1.04,-0.79
54.326,-1.01,-0.79
54.34,-0.99,-0.79
54.355,-1.03,-0.79
54.369,-1.1,-0.79
54.383,-1.05,-0.79
54.398,-0.96,-0.79
54.412,-1.05,-0.79
54.427,-1.13,-0.79
54.442,-1.07,-0.79
54.457,-0.98,-0.79
54.472,-1.03,-0.79
54.487,-1.05,-0.79
54.502,-1.03,-0.79
54.516,-1.09,-0.79
54.531,-1.12,-0.79
54.546,-0.94,-0.79
54.561,-0.92,-0.79
54.576,-1.02,-0.79
54.591,-1.05,-0.79
54.606,-0.99,-0.79
54.621,-0.97,-0.79
54.637,-1.01,-0.79
54.652,-1.0,-0.79
54.666,-0.95,-0.79
54.681,-0.98,-0.79
54.696,-1.13,-0.79
54.711,-1.1,-0.79
54.726,-0.92,-0.79
54.741,-0.96,-0.79
54.756,-1.09,-0.79
54.77,-1.14,-0.79
54.785,-0.99,-0.79
54.8,-0.94,-0.79
54.815,-0.99,-0.79
54.83,-0.99,-0.79
54.845,-1.01,-0.79
54.86,-1.09,-0.79
54.875,-1.1,-0.79
54.889,-1.04,-0.79
54.905,-0.95,-0.79
54.919,-0.97,-0.79
54.934,-1.04,-0.79
54.948,-1.05,-0.79
54.963,-1.05,-0.79
54.977,-1.05,-0.79
54.992,-1.02,-0.79
55.006,-0.96,-0.79
55.021,-0.99,-0.79
55.035,-1.04,-0.79
55.05,-1.04,-0.79
55.064,-1.01,-0.79
55.079,-0.96,-0.79
55.093,-1.03,-0.79
55.108,-1.04,-0.79
55.122,-1.02,-0.79
55.136,-1.0,-0.79
55.151,-1.04,-0.79
55.166,-1.05,-0.79
55.181,-1.03,-0.79
55.195,-0.98,-0.79
55.209,-1.04,-0.79
55.224,-1.03,-0.79
55.239,-0.97,-0.79
55.253,-0.98,-0.79
55.268,-1.03,-0.79
55.282,-0.98,-0.79
55.297,-0.99,-0.79
55.313,-1.02,-0.79
55.327,-1.07,-0.79
55.341,-1.03,-0.79
55.356,-1.02,-0.79
55.37,-1.1,-0.79
55.385,-1.03,-0.8
55.399,-1.06,-0.8
55.414,-1.05,-0.8
55.428,-0.93,-0.8
55.443,-0.96,-0.8
55.458,-1.08,-0.8
55.473,-1.08,-0.8
55.488,-1.04,-0.8
55.503,-1.03,-0.8
55.518,-1.01,-0.8
55.532,-1.01,-0.8
55.548,-1.02,-0.8
55.562,-1.08,-0.8
55.577,-1.07,-0.8
55.593,-1.04,-0.8
55.608,-1.03,-0.8
55.623,-1.02,-0.8
55.638,-0.98,-0.8
55.653,-0.99,-0.8
55.667,-1.03,-0.8
55.682,-1.03,-0.79
55.697,-1.02,-0.8
55.712,-0.98,-0.8
55.727,-0.99,-0.8
55.742,-1.03,-0.8
55.757,-1.07,-0.8
55.772,-0.99,-0.8
55.787,-0.99,-0.8
55.802,-0.97,-0.8
55.817,-1.02,-0.8
55.832,-1.02,-0.8
55.847,-0.99,-0.8
55.862,-1.08,-0.8
55.877,-1.01,-0.8
55.892,-1.02,-0.8
55.907,-0.99,-0.8
55.922,-1.07,-0.8
55.936,-1.05,-0.8
55.95,-0.97,-0.8
55.965,-0.99,-0.8
55.979,-0.95,-0.8
55.994,-0.98,-0.8
56.008,-1.0,-0.8
56.023,-1.04,-0.8
56.037,-1.07,-0.8
56.052,-0.99,-0.8
56.066,-1.05,-0.8
56.081,-1.07,-0.8
56.095,-1.07,-0.8
56.11,-1.09,-0.8
56.124,-1.07,-0.8
56.139,-1.01,-0.8
56.153,-1.01,-0.8
56.168,-0.93,-0.81
56.182,-0.96,-0.8
56.198,-1.11,-0.8
56.213,-1.12,-0.8
56.227,-0.94,-0.81
56.242,-0.92,-0.8
56.256,-1.06,-0.8
56.271,-1.1,-0.8
56.286,-1.08,-0.81
56.3,-1.09,-0.81
56.315,-1.06,-0.81
56.329,-0.99,-0.81
56.344,-1.03,-0.81
56.358,-1.0,-0.81
56.373,-1.01,-0.81
56.388,-0.99,-0.81
56.402,-0.99,-0.81
56.417,-0.98,-0.81
56.431,-1.01,-0.8
56.446,-1.05,-0.8
56.462,-1.04,-0.8
56.477,-1.07,-0.8
56.492,-1.11,-0.8
56.506,-1.02,-0.81
56.522,-0.94,-0.8
56.537,-0.97,-0.8
56.552,-0.99,-0.8
56.566,-1.02,-0.8
56.581,-1.01,-0.8
56.596,-1.07,-0.8
56.611,-1.1,-0.8
56.626,-1.01,-0.8
56.641,-1.0,-0.8
56.655,-1.03,-0.8
56.67,-1.01,-0.8
56.685,-0.97,-0.8
56.7,-0.99,-0.8
56.715,-1.01,-0.8
56.73,-1.03,-0.8
56.745,-0.96,-0.8
56.759,-0.95,-0.8
56.775,-1.08,-0.8
56.79,-1.09,-0.8
56.805,-1.07,-0.8
56.82,-1.01,-0.8
56.835,-0.93,-0.8
56.85,-0.97,-0.8
56.864,-1.08,-0.8
56.879,-1.07,-0.8
56.894,-1.0,-0.8
56.909,-1.09,-0.8
56.924,-1.07,-0.8
56.939,-0.94,-0.8
56.954,-0.95,-0.8
56.968,-1.11,-0.8
56.983,-1.05,-0.8
56.998,-0.96,-0.8
57.012,-1.01,-0.8
57.027,-1.08,-0.8
57.041,-1.09,-0.8
57.056,-1.07,-0.8
57.071,-1.0,-0.8
57.086,-1.03,-0.8
57.1,-1.01,-0.8
57.115,-1.04,-0.8
57.129,-0.97,-0.8
57.144,-1.08,-0.8
57.158,-1.05,-0.8
57.173,-1.05,-0.8
57.187,-1.03,-0.8
57.202,-1.06,-0.8
57.216,-1.02,-0.8
57.231,-0.97,-0.8
57.245,-1.0,-0.8
57.26,-1.02,-0.8
57.274,-1.01,-0.8
57.289,-0.93,-0.8
57.303,-0.94,-0.8
57.318,-1.06,-0.8
57.332,-1.03,-0.8
57.347,-1.01,-0.8
57.361,-1.01,-0.8
57.376,-1.08,-0.8
57.39,-1.09,-0.8
57.405,-0.98,-0.8
57.42,-0.95,-0.8
57.434,-1.0,-0.8
57.449,-1.0,-0.8
57.464,-0.98,-0.8
57.478,-0.96,-0.8
57.493,-1.05,-0.8
57.509,-1.12,-0.8
57.523,-1.0,-0.8
57.538,-0.96,-0.8
57.552,-1.03,-0.8
57.567,-1.07,-0.8
57.582,-0.97,-0.8
57.597,-0.89,-0.8
57.611,-1.0,-0.8
57.627,-0.97,-0.8
57.642,-1.0,-0.8
57.656,-1.06,-0.8
57.671,-1.03,-0.8
57.686,-0.98,-0.8
57.701,-0.96,-0.8
57.716,-0.97,-0.8
57.731,-1.1,-0.8
57.745,-1.0,-0.8
57.76,-0.97,-0.8
57.775,-1.03,-0.8
57.789,-1.03,-0.8
57.804,-0.98,-0.8
57.819,-1.02,-0.8
57.833,-1.05,-0.8
57.848,-1.02,-0.8
57.863,-1.01,-0.8
57.878,-1.01,-0.8
57.892,-0.98,-0.8
57.907,-1.03,-0.8
57.922,-1.07,-0.8
57.937,-1.06,-0.8
57.951,-1.02,-0.8
57.966,-0.95,-0.8
57.98,-1.07,-0.8
57.995,-1.15,-0.8
58.01,-1.0,-0.8
58.024,-1.0,-0.8
58.039,-1.07,-0.8
58.053,-1.06,-0.8
58.068,-1.05,-0.8
58.083,-1.09,-0.8
58.097,-1.04,-0.8
58.112,-0.95,-0.8
58.126,-1.03,-0.8
58.141,-1.09,-0.8
58.155,-0.98,-0.8
58.169,-0.98,-0.8
58.184,-1.01,-0.8
58.198,-1.1,-0.8
58.213,-1.02,-0.8
58.228,-0.95,-0.8
58.242,-0.98,-0.8
58.258,-1.18,-0.8
58.272,-1.15,-0.8
58.287,-1.0,-0.8
58.301,-0.94,-0.8
58.316,-0.97,-0.8
58.33,-1.04,-0.8
58.345,-0.93,-0.8
58.359,-0.95,-0.8
58.374,-1.04,-0.8
58.388,-1.02,-0.8
58.403,-0.99,-0.8
58.419,-0.95,-0.8
58.433,-1.02,-0.8
58.448,-1.05,-0.8
58.462,-0.96,-0.8
58.477,-0.96,-0.8
58.492,-1.05,-0.8
58.507,-1.01,-0.8
58.521,-0.94,-0.8
58.536,-0.98,-0.8
58.551,-1.14,-0.8
58.569,-1.11,-0.8
58.584,-1.01,-0.8
58.598,-1.01,-0.8
58.613,-1.1,-0.8
58.628,-1.08,-0.8
58.643,-0.99,-0.8
58.657,-1.0,-0.8
58.672,-1.01,-0.8
58.687,-1.04,-0.8
58.703,-1.04,-0.8
58.718,-1.01,-0.8
58.733,-0.94,-0.8
58.748,-0.99,-0.8
58.763,-1.0,-0.8
58.778,-1.07,-0.8
58.793,-0.96,-0.8
58.808,-0.96,-0.8
58.823,-0.98,-0.8
58.838,-1.05,-0.8
58.853,-0.95,-0.8
58.868,-1.01,-0.8
58.883,-1.09,-0.8
58.898,-1.05,-0.8
58.913,-0.93,-0.8
58.928,-1.0,-0.8
58.943,-1.06,-0.8
58.958,-0.99,-0.8
58.972,-0.91,-0.8
58.987,-1.04,-0.8
59.001,-1.09,-0.8
59.016,-0.87,-0.8
59.03,-0.86,-0.8
59.044,-0.97,-0.79
59.059,-1.14,-0.79
59.074,-1.09,-0.79
59.088,-0.93,-0.8
59.103,-0.95,-0.79
59.118,-1.13,-0.79
59.132,-1.11,-0.79
59.146,-0.92,-0.8
59.161,-0.96,-0.8
59.175,-1.06,-0.79
59.19,-1.06,-0.79
59.204,-0.95,-0.8
59.219,-1.0,-0.79
59.233,-1.14,-0.79
59.248,-1.06,-0.79
59.263,-0.98,-0.8
59.277,-1.05,-0.79
59.291,-1.07,-0.79
59.306,-1.02,-0.8
59.32,-1.03,-0.8
59.335,-1.04,-0.8
59.351,-0.92,-0.8
59.366,-0.95,-0.8
59.38,-1.03,-0.79
59.395,-1.18,-0.79
59.41,-1.14,-0.8
59.424,-0.94,-0.8
59.438,-0.96,-0.8
59.453,-1.05,-0.8
59.467,-1.01,-0.8
59.482,-0.97,-0.8
59.497,-1.04,-0.79
59.511,-1.09,-0.79
59.526,-0.91,-0.8
59.541,-0.94,-0.8
59.556,-1.11,-0.79
59.571,-1.16,-0.8
59.586,-0.98,-0.8
59.601,-0.99,-0.8
59.616,-1.07,-0.8
59.63,-0.98,-0.8
59.645,-0.93,-0.8
59.66,-1.07,-0.8
59.674,-1.12,-0.8
59.689,-0.98,-0.8
59.704,-0.89,-0.8
59.719,-0.95,-0.8
59.734,-1.03,-0.8
59.749,-1.07,-0.8
59.763,-1.03,-0.8
59.778,-1.05,-0.8
59.793,-1.1,-0.8
59.808,-1.03,-0.8
59.823,-0.94,-0.8
59.838,-1.01,-0.8
59.854,-1.13,-0.8
59.869,-1.01,-0.8
59.884,-0.94,-0.8
59.899,-1.02,-0.8
59.914,-1.09,-0.8
59.928,-1.02,-0.8
59.943,-0.94,-0.8
59.958,-0.93,-0.8
59.973,-1.01,-0.8
59.988,-0.99,-0.8
