Time (s),Accel Roll (deg),Gyro Roll (deg)
49.83,8.51,8.61
49.844,8.5,8.61
49.858,8.43,8.61
49.873,8.35,8.61
49.887,8.37,8.61
49.901,8.39,8.61
49.915,8.37,8.61
49.93,8.4,8.61
49.944,8.43,8.61
49.958,8.41,8.61
49.973,8.38,8.61
49.987,8.36,8.61
50.001,8.44,8.61
50.015,8.48,8.61
50.03,8.5,8.61
50.044,8.43,8.61
50.058,8.35,8.61
50.072,8.38,8.61
50.086,8.41,8.61
50.1,8.42,8.6
50.114,8.4,8.61
50.129,8.42,8.61
50.143,8.42,8.6
50.158,8.41,8.6
50.172,8.43,8.6
50.186,8.39,8.6
50.2,8.39,8.6
50.214,8.41,8.6
50.229,8.42,8.61
50.243,8.38,8.61
50.257,8.41,8.61
50.271,8.44,8.61
50.285,8.46,8.61
50.299,8.41,8.61
50.314,8.41,8.61
50.328,8.38,8.61
50.342,8.38,8.61
50.356,8.45,8.61
50.371,8.43,8.61
50.385,8.41,8.61
50.399,8.38,8.61
50.414,8.33,8.61
50.428,8.36,8.61
50.442,8.38,8.61
50.456,8.42,8.61
50.47,8.42,8.61
50.485,8.42,8.61
50.499,8.44,8.61
50.513,8.44,8.61
50.527,8.43,8.61
50.541,8.45,8.61
50.555,8.42,8.61
50.57,8.39,8.61
50.584,8.4,8.61
50.598,8.41,8.61
50.613,8.37,8.61
50.627,8.42,8.61
50.641,8.42,8.61
50.655,8.36,8.61
50.669,8.29,8.61
50.684,8.39,8.61
50.698,8.41,8.61
50.712,8.45,8.61
50.726,8.46,8.61
50.741,8.43,8.61
50.755,8.42,8.61
50.769,8.34,8.62
50.783,8.35,8.62
50.797,8.37,8.62
50.812,8.44,8.61
50.826,8.43,8.61
50.84,8.39,8.61
50.855,8.38,8.61
50.869,8.45,8.62
50.886,8.43,8.62
50.901,8.39,8.62
50.915,8.39,8.62
50.929,8.34,8.62
50.943,8.35,8.62
50.958,8.36,8.62
50.972,8.37,8.62
50.986,8.39,8.62
51.0,8.4,8.61
51.014,8.39,8.61
51.028,8.42,8.61
51.043,8.44,8.61
51.057,8.42,8.61
51.071,8.39,8.62
51.085,8.42,8.61
51.1,8.41,8.61
51.114,8.38,8.62
51.128,8.4,8.61
51.143,8.38,8.61
51.157,8.35,8.61
51.171,8.39,8.61
51.185,8.43,8.61
51.2,8.46,8.61
51.215,8.48,8.61
51.229,8.46,8.61
51.244,8.42,8.61
51.259,8.46,8.61
51.273,8.48,8.61
51.287,8.35,8.61
51.302,8.4,8.61
51.316,8.52,8.61
51.33,8.41,8.61
51.344,8.38,8.61
51.359,8.37,8.61
51.373,8.42,8.61
51.387,8.4,8.61
51.402,8.41,8.61
51.416,8.44,8.61
51.43,8.48,8.61
51.445,8.47,8.61
51.459,8.4,8.61
51.473,8.41,8.61
51.487,8.5,8.61
51.502,8.37,8.61
51.516,8.33,8.61
51.53,8.36,8.61
51.544,8.45,8.61
51.559,8.46,8.61
51.573,8.42,8.61
51.587,8.43,8.61
51.601,8.44,8.61
51.616,8.43,8.61
51.63,8.41,8.61
51.644,8.41,8.61
51.658,8.43,8.61
51.673,8.45,8.6
51.687,8.42,8.6
51.701,8.4,8.6
51.716,8.43,8.6
51.73,8.42,8.6
51.744,8.41,8.6
51.758,8.47,8.6
51.773,8.49,8.61
51.787,8.45,8.61
51.801,8.42,8.61
51.815,8.46,8.61
51.829,8.41,8.61
51.843,8.38,8.61
51.858,8.37,8.61
51.872,8.42,8.61
51.886,8.47,8.61
51.9,8.44,8.61
51.915,8.43,8.61
51.929,8.43,8.61
51.943,8.46,8.61
51.958,8.46,8.61
51.976,8.44,8.61
51.989,8.43,8.61
52.003,8.41,8.61
52.017,8.4,8.61
52.032,8.41,8.61
52.046,8.36,8.62
52.06,8.39,8.62
52.074,8.34,8.62
52.088,8.47,8.62
52.103,8.63,8.62
52.117,9.69,8.62
52.131,10.8,8.69
52.145,6.03,8.87
52.159,5.82,9.06
52.174,8.29,9.15
52.188,7.27,9.21
52.202,6.81,9.25
52.216,7.1,9.24
52.231,6.34,9.18
52.245,4.08,9.07
52.259,7.37,8.76
52.273,13.68,8.4
52.288,8.35,8.44
52.302,7.8,8.49
52.316,8.12,8.49
52.331,8.65,8.48
52.345,8.44,8.48
52.359,8.45,8.49
52.373,8.41,8.5
52.387,8.78,8.5
52.402,8.01,8.53
52.416,7.5,8.57
52.43,7.92,8.58
52.444,8.66,8.6
52.458,9.63,8.74
52.473,7.86,8.89
52.487,5.27,9.0
52.501,7.33,9.01
52.515,9.27,8.91
52.53,9.12,8.87
52.544,8.62,8.94
52.558,8.45,9.03
52.572,7.12,9.12
52.586,6.17,9.21
52.6,6.39,9.25
52.615,6.09,9.14
52.629,7.68,9.0
52.643,7.7,8.87
52.657,7.06,8.74
52.671,8.53,8.57
52.686,9.33,8.33
52.7,10.61,8.11
52.714,10.36,7.94
52.729,9.07,7.77
52.743,9.43,7.61
52.758,10.02,7.43
52.772,11.25,7.29
52.786,10.66,7.17
52.8,9.96,7.01
52.815,8.1,6.88
52.829,7.92,6.9
52.843,11.13,7.04
52.858,13.71,7.14
52.872,12.8,7.14
52.886,10.79,7.1
52.901,9.05,7.03
52.915,7.33,7.03
52.929,8.87,7.25
52.943,10.66,7.57
52.958,13.28,7.95
52.972,13.96,8.23
52.986,13.28,8.42
53.001,12.32,8.41
53.015,8.26,8.33
53.03,7.16,8.24
53.044,6.99,8.22
53.058,7.22,8.36
53.072,7.26,8.54
53.087,8.13,8.78
53.101,8.24,9.08
53.115,7.41,9.37
53.129,6.75,9.58
53.143,5.83,9.76
53.157,7.17,9.92
53.171,9.13,10.12
53.185,8.56,10.38
53.199,3.62,10.54
53.214,8.13,10.59
53.228,7.29,10.99
53.242,4.7,11.6
53.256,5.27,12.14
53.27,5.05,12.67
53.284,4.55,13.2
53.298,3.91,13.77
53.312,3.55,14.36
53.327,2.91,15.09
53.341,0.38,15.8
53.355,-1.62,16.53
53.369,-3.24,17.21
53.384,-6.01,17.66
53.398,-7.24,17.86
53.413,0.81,17.86
53.427,-0.9,17.89
53.441,-4.54,17.99
53.455,-2.43,17.79
53.469,-1.33,17.57
53.484,-2.14,17.38
53.498,-2.48,17.16
53.512,-2.3,16.94
53.527,-2.73,16.73
53.541,-3.23,16.48
53.555,-4.23,16.13
53.569,-3.11,15.66
53.584,4.43,15.03
53.598,1.16,14.63
53.612,-1.72,14.53
53.626,-1.75,14.4
53.64,-0.62,14.25
53.655,-0.7,14.12
53.669,-0.57,14.0
53.683,-0.12,13.85
53.697,-1.07,13.71
53.712,-0.79,13.6
53.726,-0.21,13.5
53.74,-1.86,13.46
53.755,-4.47,13.4
53.769,-0.26,13.22
53.783,-1.15,13.07
53.797,-1.49,12.92
53.811,-1.29,12.78
53.826,-1.4,12.65
53.84,-1.07,12.51
53.854,-1.31,12.38
53.869,-1.21,12.24
53.883,-1.34,12.11
53.898,-1.11,11.98
53.912,-1.22,11.85
53.926,-1.16,11.72
53.941,-1.24,11.6
53.955,-1.25,11.47
53.969,-1.31,11.34
53.984,-1.21,11.22
53.998,-1.23,11.1
54.012,-1.23,10.97
54.027,-1.23,10.85
54.041,-1.19,10.73
54.055,-1.31,10.62
54.07,-1.3,10.5
54.084,-1.25,10.38
54.098,-1.25,10.27
54.113,-1.25,10.16
54.127,-1.2,10.04
54.141,-1.22,9.93
54.155,-1.27,9.83
54.17,-1.33,9.72
54.184,-1.24,9.61
54.198,-1.25,9.5
54.212,-1.25,9.39
54.226,-1.24,9.29
54.241,-1.3,9.19
54.255,-1.37,9.08
54.269,-1.35,8.98
54.284,-1.19,8.88
54.298,-1.17,8.78
54.312,-1.29,8.68
54.327,-1.27,8.58
54.341,-1.22,8.49
54.356,-1.24,8.39
54.37,-1.22,8.3
54.384,-1.28,8.2
54.398,-1.28,8.11
54.413,-1.23,8.02
54.427,-1.12,7.93
54.441,-1.32,7.84
54.455,-1.75,7.76
54.47,-1.65,7.67
54.485,-0.93,7.57
54.5,-1.23,7.48
54.514,-1.37,7.4
54.528,-1.43,7.32
54.543,-1.03,7.23
54.557,-1.07,7.15
54.571,-1.33,7.07
54.585,-1.62,7.0
54.6,-1.06,6.91
54.615,-0.92,6.83
54.629,-1.5,6.75
54.643,-1.6,6.68
54.657,-1.11,6.6
54.672,-0.99,6.52
54.686,-1.36,6.45
54.7,-1.42,6.37
54.714,-1.03,6.3
54.729,-1.07,6.22
54.743,-1.3,6.15
54.757,-1.47,6.08
54.772,-1.28,6.01
54.786,-1.07,5.94
54.8,-1.36,5.87
54.814,-1.43,5.8
54.829,-1.25,5.73
54.843,-1.2,5.66
54.857,-1.31,5.6
54.872,-1.33,5.53
54.886,-1.27,5.46
54.9,-1.26,5.39
54.915,-1.3,5.33
54.929,-1.31,5.26
54.943,-1.3,5.2
54.957,-1.23,5.14
54.972,-1.3,5.07
54.986,-1.29,5.01
55.0,-1.22,4.95
55.015,-1.26,4.89
55.029,-1.28,4.83
55.044,-1.24,4.77
55.058,-1.19,4.72
55.072,-1.32,4.66
55.087,-1.34,4.6
55.101,-1.25,4.54
55.116,-1.23,4.49
55.13,-1.22,4.43
55.144,-1.27,4.38
55.159,-1.29,4.32
55.173,-1.27,4.27
55.187,-1.27,4.21
55.201,-1.24,4.16
55.216,-1.22,4.11
55.23,-1.34,4.06
55.244,-1.35,4.01
55.258,-1.3,3.96
55.273,-1.25,3.91
55.287,-1.19,3.86
55.301,-1.23,3.81
55.315,-1.23,3.76
55.33,-1.31,3.71
55.344,-1.34,3.67
55.358,-1.32,3.62
55.373,-1.24,3.57
55.387,-1.18,3.53
55.401,-1.22,3.48
55.417,-1.29,3.44
55.431,-1.32,3.39
55.445,-1.31,3.35
55.459,-1.21,3.3
55.474,-1.22,3.26
55.488,-1.3,3.22
55.503,-1.32,3.17
55.517,-1.3,3.13
55.531,-1.27,3.09
55.546,-1.2,3.05
55.56,-1.21,3.0
55.574,-1.27,2.96
55.589,-1.34,2.92
55.603,-1.31,2.88
55.617,-1.2,2.84
55.631,-1.22,2.81
55.646,-1.29,2.77
55.66,-1.27,2.73
55.674,-1.25,2.69
55.689,-1.25,2.65
55.703,-1.26,2.61
55.717,-1.22,2.58
55.732,-1.27,2.54
55.746,-1.32,2.51
55.76,-1.3,2.47
55.775,-1.28,2.43
55.789,-1.29,2.4
55.803,-1.22,2.36
55.817,-1.25,2.33
55.832,-1.29,2.3
55.846,-1.29,2.26
55.861,-1.25,2.23
55.875,-1.14,2.2
55.889,-1.24,2.17
55.904,-1.33,2.13
55.918,-1.28,2.1
55.932,-1.33,2.07
55.947,-1.33,2.04
55.961,-1.31,2.01
55.975,-1.3,1.98
55.99,-1.26,1.94
56.004,-1.22,1.91
56.019,-1.27,1.89
56.033,-1.32,1.86
56.048,-1.3,1.83
56.062,-1.29,1.8
56.076,-1.3,1.77
56.091,-1.24,1.74
56.105,-1.25,1.71
56.12,-1.28,1.69
56.134,-1.24,1.66
56.148,-1.21,1.63
56.163,-1.27,1.6
56.177,-1.33,1.58
56.192,-1.25,1.55
56.206,-1.3,1.52
56.22,-1.32,1.5
56.234,-1.26,1.47
56.248,-1.24,1.45
56.263,-1.28,1.42
56.277,-1.35,1.4
56.291,-1.34,1.37
56.306,-1.29,1.35
56.32,-1.27,1.32
56.335,-1.27,1.3
56.349,-1.28,1.27
56.363,-1.34,1.25
56.378,-1.3,1.23
56.392,-1.27,1.2
56.407,-1.24,1.18
56.421,-1.27,1.16
56.435,-1.3,1.13
56.449,-1.24,1.11
56.464,-1.25,1.09
56.478,-1.31,1.07
56.492,-1.29,1.05
56.507,-1.18,1.03
56.521,-1.22,1.01
56.535,-1.3,0.99
56.549,-1.28,0.97
56.567,-1.25,0.94
56.581,-1.29,0.93
56.595,-1.28,0.9
56.61,-1.22,0.88
56.624,-1.27,0.87
56.638,-1.33,0.85
56.652,-1.36,0.83
56.667,-1.35,0.81
56.681,-1.33,0.79
56.695,-1.29,0.77
56.71,-1.22,0.75
56.725,-1.27,0.73
56.739,-1.29,0.71
56.754,-1.32,0.69
56.768,-1.29,0.68
56.782,-1.23,0.66
56.797,-1.23,0.64
56.811,-1.31,0.62
56.825,-1.32,0.61
56.84,-1.27,0.59
56.854,-1.25,0.57
56.868,-1.28,0.56
56.882,-1.3,0.54
56.896,-1.3,0.52
56.911,-1.24,0.51
56.925,-1.24,0.49
56.94,-1.21,0.48
56.954,-1.22,0.46
56.969,-1.24,0.45
56.983,-1.29,0.43
56.997,-1.32,0.42
57.011,-1.27,0.4
57.026,-1.2,0.39
57.04,-1.25,0.37
57.055,-1.31,0.36
57.069,-1.26,0.35
57.084,-1.28,0.33
57.098,-1.28,0.32
57.112,-1.28,0.3
57.126,-1.27,0.29
57.14,-1.26,0.28
57.155,-1.27,0.26
57.169,-1.31,0.25
57.184,-1.34,0.24
57.198,-1.34,0.22
57.212,-1.31,0.21
57.229,-1.23,0.19
57.241,-1.26,0.18
57.256,-1.29,0.17
57.27,-1.23,0.16
57.285,-1.24,0.14
57.299,-1.28,0.13
57.315,-1.24,0.12
57.329,-1.22,0.11
57.343,-1.28,0.1
57.358,-1.36,0.09
57.372,-1.29,0.07
57.386,-1.25,0.06
57.401,-1.31,0.05
57.415,-1.29,0.04
57.429,-1.29,0.03
57.444,-1.27,0.02
57.458,-1.31,0.0
57.472,-1.34,-0.01
57.486,-1.27,-0.02
57.501,-1.26,-0.03
57.515,-1.27,-0.04
57.53,-1.27,-0.05
57.545,-1.29,-0.06
57.559,-1.3,-0.07
57.574,-1.28,-0.08
57.588,-1.24,-0.09
57.603,-1.28,-0.1
57.617,-1.31,-0.11
57.632,-1.25,-0.12
57.646,-1.24,-0.13
57.661,-1.24,-0.14
57.675,-1.23,-0.14
57.69,-1.24,-0.15
57.704,-1.35,-0.16
57.719,-1.33,-0.17
57.735,-1.28,-0.18
57.749,-1.29,-0.19
57.763,-1.23,-0.2
57.778,-1.23,-0.21
57.793,-1.24,-0.22
57.807,-1.25,-0.23
57.822,-1.25,-0.23
57.836,-1.29,-0.24
57.851,-1.32,-0.25
57.865,-1.28,-0.26
57.879,-1.24,-0.27
57.894,-1.24,-0.28
57.909,-1.25,-0.29
57.923,-1.27,-0.29
57.937,-1.3,-0.3
57.952,-1.23,-0.31
57.967,-1.22,-0.32
57.981,-1.23,-0.32
57.996,-1.22,-0.33
58.01,-1.19,-0.34
58.025,-1.28,-0.34
58.039,-1.31,-0.35
58.053,-1.24,-0.36
58.068,-1.27,-0.37
58.082,-1.29,-0.37
58.097,-1.25,-0.38
58.111,-1.24,-0.39
58.127,-1.3,-0.39
58.141,-1.34,-0.4
58.156,-1.27,-0.41
58.17,-1.22,-0.41
58.185,-1.21,-0.42
58.2,-1.28,-0.42
58.214,-1.28,-0.43
58.229,-1.29,-0.43
58.244,-1.25,-0.44
58.258,-1.25,-0.45
58.272,-1.25,-0.45
58.287,-1.21,-0.46
58.301,-1.28,-0.46
58.315,-1.34,-0.47
58.33,-1.26,-0.48
58.344,-1.21,-0.48
58.359,-1.21,-0.49
58.373,-1.21,-0.49
58.387,-1.22,-0.5
58.402,-1.27,-0.5
58.417,-1.28,-0.51
58.431,-1.31,-0.52
58.445,-1.31,-0.52
58.46,-1.22,-0.53
58.474,-1.17,-0.53
58.489,-1.26,-0.54
58.503,-1.29,-0.54
58.518,-1.28,-0.55
58.533,-1.29,-0.56
58.547,-1.28,-0.56
58.562,-1.2,-0.57
58.576,-1.24,-0.57
58.591,-1.29,-0.57
58.605,-1.31,-0.58
58.62,-1.31,-0.58
58.634,-1.27,-0.59
58.648,-1.29,-0.59
58.663,-1.35,-0.6
58.677,-1.31,-0.6
58.692,-1.28,-0.61
58.706,-1.27,-0.61
58.721,-1.28,-0.62
58.735,-1.28,-0.62
58.75,-1.2,-0.62
58.764,-1.23,-0.63
58.779,-1.29,-0.63
58.794,-1.29,-0.63
58.808,-1.32,-0.64
58.823,-1.29,-0.64
58.837,-1.22,-0.65
58.852,-1.24,-0.65
58.866,-1.22,-0.66
58.881,-1.27,-0.66
58.895,-1.31,-0.66
58.909,-1.31,-0.67
58.925,-1.27,-0.67
58.939,-1.23,-0.68
58.954,-1.21,-0.68
58.97,-1.21,-0.69
58.984,-1.21,-0.69
58.999,-1.27,-0.69
59.014,-1.27,-0.7
59.028,-1.25,-0.7
59.042,-1.25,-0.7
59.056,-1.31,-0.7
59.071,-1.34,-0.71
59.085,-1.32,-0.71
59.1,-1.33,-0.72
59.114,-1.31,-0.72
59.129,-1.21,-0.72
59.143,-1.23,-0.73
59.158,-1.29,-0.73
59.172,-1.27,-0.73
59.187,-1.27,-0.74
59.201,-1.27,-0.74
59.216,-1.26,-0.74
59.231,-1.29,-0.75
59.245,-1.33,-0.75
59.259,-1.29,-0.76
59.274,-1.31,-0.76
59.289,-1.31,-0.76
59.303,-1.31,-0.77
59.318,-1.36,-0.77
59.333,-1.22,-0.78
59.347,-1.22,-0.78
59.361,-1.27,-0.78
59.376,-1.34,-0.78
59.39,-1.29,-0.79
59.405,-1.27,-0.79
59.419,-1.32,-0.79
59.434,-1.29,-0.79
59.448,-1.27,-0.8
59.463,-1.3,-0.8
59.477,-1.29,-0.8
59.492,-1.22,-0.81
59.506,-1.24,-0.81
59.521,-1.32,-0.81
59.535,-1.31,-0.81
59.55,-1.25,-0.82
59.564,-1.23,-0.82
59.579,-1.26,-0.82
59.593,-1.29,-0.82
59.607,-1.23,-0.83
59.622,-1.29,-0.83
59.637,-1.31,-0.83
59.651,-1.3,-0.83
59.666,-1.31,-0.84
59.68,-1.29,-0.84
59.694,-1.23,-0.84
59.709,-1.26,-0.84
59.724,-1.28,-0.84
59.738,-1.25,-0.85
59.753,-1.25,-0.85
59.767,-1.27,-0.85
59.782,-1.28,-0.85
59.796,-1.28,-0.86
59.811,-1.29,-0.86
59.825,-1.31,-0.86
59.84,-1.25,-0.86
59.854,-1.25,-0.86
59.869,-1.23,-0.87
59.883,-1.26,-0.87
59.898,-1.29,-0.87
59.913,-1.25,-0.87
59.927,-1.32,-0.88
59.942,-1.31,-0.88
59.956,-1.25,-0.88
59.971,-1.25,-0.88
59.986,-1.27,-0.89
