Time (s),Accel Roll (deg),Gyro Roll (deg)
16.592,27.9,28.03
16.606,27.87,28.03
16.621,27.87,28.04
16.635,27.82,28.04
16.649,27.81,28.04
16.664,27.87,28.04
16.678,27.87,28.03
16.692,27.83,28.03
16.707,27.82,28.03
16.721,27.82,28.03
16.735,27.83,28.03
16.749,27.84,28.03
16.764,27.83,28.03
16.778,27.83,28.03
16.792,27.86,28.03
16.806,27.86,28.03
16.82,27.83,28.03
16.835,27.84,28.03
16.849,27.87,28.03
16.863,27.87,28.03
16.878,27.87,28.03
16.892,27.83,28.03
16.906,27.84,28.04
16.921,27.85,28.04
16.935,27.86,28.04
16.949,27.89,28.04
16.963,27.86,28.04
16.978,27.85,28.04
16.992,27.83,28.04
17.006,27.81,28.04
17.02,27.88,28.04
17.034,27.88,28.04
17.048,27.88,28.04
17.063,27.92,28.04
17.077,27.91,28.04
17.091,27.87,28.04
17.106,27.82,28.04
17.12,27.9,28.04
17.134,27.98,28.04
17.148,27.86,28.04
17.162,27.84,28.04
17.177,27.77,28.04
17.191,27.8,28.04
17.205,27.91,28.04
17.219,27.94,28.04
17.233,27.89,28.04
17.247,27.8,28.04
17.262,27.77,28.04
17.276,27.83,28.04
17.29,27.87,28.04
17.305,27.88,28.04
17.319,27.87,28.04
17.333,27.85,28.04
17.347,27.81,28.04
17.361,27.81,28.04
17.376,27.85,28.04
17.39,27.87,28.04
17.404,27.84,28.04
17.418,27.82,28.04
17.433,27.8,28.04
17.447,27.85,28.04
17.461,27.88,28.04
17.475,27.84,28.04
17.49,27.83,28.04
17.504,27.83,28.04
17.518,27.82,28.03
17.532,27.84,28.04
17.546,27.91,28.04
17.561,27.85,28.04
17.575,27.81,28.04
17.589,27.82,28.04
17.604,27.84,28.04
17.618,27.81,28.04
17.632,27.87,28.03
17.646,27.91,28.03
17.66,27.89,28.03
17.675,27.82,28.03
17.69,27.82,28.03
17.704,27.85,28.03
17.718,27.83,28.03
17.732,27.88,28.03
17.747,27.86,28.03
17.761,27.81,28.03
17.775,27.8,28.03
17.789,27.83,28.03
17.803,27.88,28.03
17.817,27.86,28.03
17.832,27.77,28.03
17.846,27.8,28.03
17.86,27.87,28.03
17.874,27.86,28.03
17.888,27.83,28.03
17.909,27.87,28.03
17.923,27.95,28.03
17.937,27.94,28.03
17.952,27.81,28.03
17.966,27.82,28.03
17.98,27.86,28.03
17.994,27.85,28.03
18.009,27.83,28.03
18.023,27.83,28.03
18.037,27.84,28.03
18.051,27.87,28.03
18.066,27.9,28.03
18.08,27.83,28.03
18.094,27.84,28.03
18.108,27.88,28.03
18.122,27.89,28.03
18.136,27.89,28.03
18.151,27.86,28.03
18.165,27.83,28.03
18.18,27.87,28.03
18.194,27.89,28.03
18.208,27.87,28.03
18.223,27.85,28.03
18.237,27.8,28.03
18.251,27.78,28.03
18.265,27.86,28.03
18.28,27.84,28.03
18.294,27.8,28.03
18.308,27.83,28.03
18.322,27.86,28.03
18.337,27.83,28.03
18.351,27.83,28.03
18.365,27.9,28.03
18.379,27.86,28.04
18.393,27.9,28.04
18.408,27.89,28.04
18.422,27.85,28.04
18.436,27.84,28.04
18.451,27.85,28.04
18.465,27.86,28.04
18.479,27.83,28.04
18.493,27.85,28.04
18.508,27.84,28.04
18.522,27.85,28.04
18.536,27.91,28.04
18.55,27.92,28.04
18.565,27.84,28.04
18.579,27.82,28.04
18.593,27.9,28.04
18.607,27.95,28.04
18.622,27.88,28.04
18.636,27.83,28.04
18.65,27.79,28.04
18.665,27.81,28.04
18.679,27.85,28.04
18.694,27.88,28.04
18.708,27.83,28.04
18.722,27.82,28.04
18.736,27.88,28.04
18.751,27.85,28.04
18.765,27.81,28.04
18.779,27.84,28.04
18.793,27.86,28.04
18.808,27.85,28.04
18.822,27.82,28.04
18.836,27.85,28.04
18.85,27.82,28.04
18.864,27.79,28.04
18.879,27.79,28.04
18.893,27.83,28.04
18.907,27.86,28.04
18.921,27.85,28.04
18.935,27.84,28.04
18.95,27.86,28.04
18.964,27.91,28.04
18.979,27.88,28.04
18.994,27.82,28.04
19.008,27.81,28.04
19.022,27.85,28.04
19.036,27.85,28.04
19.05,27.85,28.04
19.065,27.85,28.04
19.079,27.87,28.04
19.093,27.85,28.04
19.107,27.79,28.04
19.121,27.82,28.04
19.135,27.93,28.04
19.149,27.89,28.04
19.164,27.83,28.04
19.178,27.86,28.04
19.192,27.88,28.04
19.206,27.83,28.04
19.22,27.85,28.04
19.235,27.92,28.04
19.249,27.9,28.04
19.263,27.77,28.04
19.278,27.74,28.04
19.292,27.77,28.04
19.306,27.8,28.04
19.324,27.85,28.04
19.337,27.86,28.04
19.351,27.88,28.04
19.366,27.9,28.05
19.38,27.86,28.05
19.394,27.82,28.05
19.408,27.84,28.04
19.423,27.85,28.04
19.437,27.81,28.04
19.451,27.82,28.04
19.465,27.89,28.04
19.48,27.9,28.04
19.494,27.83,28.04
19.508,27.85,28.04
19.523,27.83,28.04
19.538,27.85,28.04
19.552,27.88,28.04
19.566,27.84,28.04
19.58,27.86,28.04
19.595,27.86,28.04
19.609,27.86,28.04
19.623,27.85,28.04
19.638,27.86,28.04
19.652,27.97,28.04
19.666,27.97,28.04
19.68,27.82,28.05
19.694,27.81,28.05
19.709,27.87,28.05
19.723,27.92,28.05
19.737,27.93,28.05
19.752,27.92,28.05
19.766,27.91,28.05
19.78,27.76,28.05
19.794,27.76,28.05
19.808,27.81,28.05
19.823,27.79,28.05
19.837,27.89,28.04
19.851,27.89,28.04
19.865,27.85,28.04
19.879,27.85,28.04
19.893,27.85,28.04
19.907,27.81,28.04
19.922,27.82,28.04
19.936,27.88,28.04
19.951,27.87,28.04
19.965,27.88,28.04
19.979,27.88,28.04
19.993,27.89,28.04
20.007,27.87,28.04
20.022,27.87,28.04
20.036,27.86,28.04
20.05,27.9,28.04
20.064,27.87,28.04
20.078,27.87,28.04
20.093,27.88,28.04
20.107,27.84,28.04
20.121,27.81,28.04
20.136,27.87,28.04
20.15,27.88,28.05
20.164,27.85,28.05
20.178,27.83,28.05
20.192,27.83,28.04
20.207,27.83,28.04
20.221,27.85,28.04
20.235,27.9,28.04
20.25,27.87,28.04
20.264,27.85,28.05
20.278,27.85,28.05
20.292,27.79,28.05
20.306,27.87,28.04
20.321,27.93,28.04
20.335,27.84,28.04
20.349,27.8,28.04
20.363,27.89,28.04
20.377,27.91,28.04
20.392,27.86,28.04
20.406,27.88,28.04
20.42,27.88,28.04
20.434,27.91,28.04
20.448,27.89,28.04
20.463,27.8,28.04
20.477,27.83,28.04
20.492,27.91,28.04
20.506,27.91,28.04
20.519,27.84,28.04
20.534,27.86,28.04
20.548,27.85,28.04
20.562,27.87,28.04
20.576,27.89,28.04
20.591,27.89,28.05
20.605,27.86,28.05
20.619,27.84,28.05
20.634,27.84,28.05
20.648,27.85,28.05
20.662,27.85,28.05
20.676,27.85,28.05
20.69,27.88,28.04
20.705,27.92,28.04
20.719,27.84,28.05
20.736,27.81,28.05
20.75,27.87,28.05
20.764,27.85,28.05
20.779,27.78,28.05
20.793,27.83,28.05
20.807,27.9,28.05
20.821,27.89,28.05
20.836,27.8,28.05
20.85,27.83,28.04
20.864,27.84,28.04
20.878,27.81,28.04
20.892,27.85,28.04
20.906,27.89,28.04
20.921,27.88,28.04
20.935,27.88,28.04
20.949,27.85,28.04
20.964,27.83,28.04
20.978,27.87,28.04
20.992,27.95,28.04
21.006,27.94,28.04
21.021,27.89,28.04
21.035,27.84,28.04
21.049,27.86,28.04
21.063,27.83,28.04
21.077,27.84,28.04
21.091,27.85,28.04
21.106,27.8,28.04
21.12,27.8,28.04
21.134,27.86,28.04
21.148,27.9,28.04
21.163,27.85,28.04
21.177,27.84,28.04
21.192,27.85,28.05
21.206,27.86,28.05
21.22,27.87,28.05
21.234,27.84,28.05
21.248,27.82,28.05
21.262,27.83,28.04
21.28,27.83,28.04
21.294,27.83,28.04
21.308,27.84,28.04
21.322,27.83,28.04
21.337,27.83,28.04
21.351,27.85,28.04
21.365,27.84,28.04
21.379,27.83,28.04
21.393,27.83,28.04
21.407,27.85,28.04
21.422,27.87,28.04
21.436,27.89,28.04
21.45,27.88,28.05
21.464,27.85,28.05
21.479,27.88,28.05
21.493,27.85,28.05
21.507,27.84,28.05
21.521,27.92,28.05
21.535,27.88,28.05
21.55,27.89,28.05
21.564,27.9,28.05
21.578,27.83,28.05
21.592,27.82,28.05
21.61,27.85,28.05
21.624,27.86,28.05
21.638,27.89,28.05
21.653,27.89,28.05
21.667,27.88,28.05
21.681,27.87,28.05
21.696,27.86,28.05
21.71,27.81,28.05
21.724,27.82,28.05
21.738,27.92,28.05
21.752,27.89,28.05
21.766,27.82,28.05
21.781,27.81,28.05
21.795,27.86,28.05
21.809,27.85,28.05
21.823,27.84,28.05
21.837,27.87,28.05
21.851,27.89,28.05
21.865,27.85,28.05
21.879,27.85,28.05
21.894,27.83,28.05
21.908,27.82,28.05
21.922,27.85,28.05
21.936,27.86,28.05
21.951,27.85,28.05
21.965,27.82,28.06
21.979,27.83,28.06
21.994,27.88,28.06
22.008,27.9,28.06
22.022,27.88,28.06
22.036,27.85,28.06
22.051,27.82,28.06
22.065,27.87,28.06
22.079,27.87,28.06
22.094,27.84,28.06
22.108,27.88,28.06
22.122,27.88,28.06
22.137,27.87,28.06
22.151,27.84,28.06
22.165,27.82,28.06
22.179,27.85,28.06
22.193,27.91,28.06
22.207,27.95,28.06
22.222,27.9,28.06
22.236,27.86,28.06
22.25,27.86,28.06
22.264,27.85,28.06
22.278,27.82,28.06
22.293,27.83,28.06
22.307,27.94,28.06
22.321,27.91,28.07
22.335,27.94,28.08
22.35,27.67,28.1
22.364,27.24,28.12
22.378,27.67,28.12
22.392,27.63,28.1
22.406,27.67,28.07
22.42,27.75,28.05
22.435,27.51,28.03
22.449,28.39,28.0
22.463,28.44,27.99
22.478,28.03,28.0
22.492,27.85,28.01
22.506,27.71,28.02
22.52,27.84,28.03
22.535,27.86,28.03
22.549,27.85,28.03
22.563,27.88,28.03
22.577,27.88,28.03
22.592,27.95,28.03
22.606,27.96,28.03
22.62,27.87,28.03
22.634,27.79,28.03
22.648,27.65,28.03
22.662,26.97,28.01
22.677,24.64,27.96
22.691,28.12,27.8
22.705,30.64,27.67
22.72,28.59,27.7
22.734,28.06,27.73
22.748,28.41,27.76
22.762,28.18,27.8
22.777,28.6,27.83
22.791,28.9,27.88
22.805,28.09,28.0
22.82,28.24,28.21
22.834,27.98,28.42
22.848,26.69,28.62
22.862,26.08,28.86
22.876,25.39,29.15
22.891,26.03,29.37
22.905,26.03,29.45
22.92,25.75,29.43
22.934,26.7,29.4
22.948,26.77,29.37
22.963,26.95,29.33
22.977,26.96,29.29
22.991,26.29,29.26
23.005,25.61,29.26
23.02,25.91,29.26
23.035,26.26,29.27
23.049,26.11,29.28
23.063,26.2,29.27
23.077,25.5,29.29
23.091,25.18,29.3
23.105,24.53,29.35
23.119,25.82,29.41
23.133,28.25,29.51
23.148,27.75,29.47
23.162,25.66,29.32
23.176,24.87,29.13
23.191,28.01,29.01
23.205,28.07,29.1
23.219,28.6,29.32
23.234,29.82,29.49
23.248,28.31,29.62
23.262,25.52,29.69
23.276,23.79,29.66
23.29,24.38,29.61
23.304,25.63,29.62
23.318,26.38,29.66
23.333,26.48,29.76
23.347,26.17,29.88
23.361,25.22,30.01
23.375,25.83,30.14
23.39,25.13,30.21
23.404,24.58,30.24
23.418,24.71,30.25
23.432,24.65,30.2
23.447,24.38,30.16
23.461,24.33,30.12
23.475,24.46,30.12
23.49,24.73,30.17
23.504,24.7,30.22
23.518,23.55,30.24
23.533,22.33,30.31
23.547,24.43,30.44
23.561,24.44,30.62
23.575,21.56,30.8
23.59,21.94,31.04
23.604,24.39,31.28
23.618,25.33,31.53
23.632,26.01,31.72
23.646,27.14,31.86
23.661,26.96,31.77
23.675,24.5,31.56
23.689,23.15,31.26
23.703,21.57,30.99
23.717,21.56,30.89
23.731,22.18,30.93
23.745,22.87,31.08
23.759,23.22,31.33
23.774,21.8,31.59
23.788,19.54,31.8
23.802,18.26,31.95
23.817,17.24,32.08
23.831,16.85,32.29
23.845,16.95,32.59
23.859,16.98,32.99
23.873,17.91,33.4
23.887,18.51,33.8
23.901,19.86,34.12
23.918,20.25,34.49
23.932,20.2,34.76
23.946,19.66,34.94
23.96,18.05,35.04
23.975,17.65,35.03
23.989,15.92,34.96
24.003,8.77,34.86
24.017,12.77,34.91
24.031,17.54,35.11
24.045,17.04,35.4
24.059,14.82,35.74
24.074,14.4,36.12
24.088,13.94,36.51
24.102,12.84,36.89
24.116,12.13,37.26
24.13,12.6,37.65
24.145,11.14,38.03
24.159,10.27,38.38
24.173,11.88,38.62
24.188,18.66,38.82
24.202,14.24,39.11
24.216,9.01,39.45
24.23,6.08,39.7
24.246,8.05,39.79
24.26,2.37,39.8
24.274,4.7,39.55
24.288,7.28,39.18
24.302,6.05,38.82
24.317,0.95,38.43
24.331,3.56,37.71
24.345,11.11,36.89
24.359,11.07,36.23
24.373,8.12,36.02
24.387,8.12,35.8
24.402,8.52,35.5
24.416,8.58,35.21
24.43,8.76,34.94
24.444,8.74,34.68
24.459,8.56,34.43
24.473,8.27,34.19
24.487,8.18,33.95
24.501,8.35,33.69
24.515,8.49,33.43
24.53,8.48,33.17
24.544,8.39,32.91
24.558,8.93,32.65
24.572,9.39,32.41
24.586,8.67,32.19
24.601,7.44,32.01
24.615,10.29,31.79
24.629,11.25,31.62
24.643,2.8,31.54
24.657,7.12,31.21
24.672,11.38,30.81
24.686,9.06,30.53
24.7,8.21,30.34
24.714,8.45,30.14
24.729,8.61,29.92
24.743,8.43,29.71
24.757,8.48,29.5
24.771,8.36,29.29
24.785,8.45,29.08
24.799,8.42,28.88
24.814,8.44,28.67
24.828,8.51,28.47
24.842,8.47,28.27
24.856,8.43,28.08
24.871,8.37,27.88
24.885,8.42,27.69
24.899,8.43,27.5
24.913,8.43,27.31
24.927,8.48,27.12
24.942,8.43,26.94
24.956,8.45,26.76
24.97,8.47,26.58
24.985,8.47,26.4
24.999,8.46,26.22
25.014,8.42,26.04
25.028,8.4,25.87
25.042,8.4,25.7
25.056,8.42,25.53
25.071,8.39,25.36
25.085,8.42,25.19
25.099,8.45,25.02
25.114,8.43,24.86
25.129,8.39,24.7
25.143,8.38,24.54
25.157,8.4,24.38
25.171,8.39,24.22
25.187,8.38,24.06
25.201,8.4,23.91
25.215,8.43,23.76
25.229,8.46,23.61
25.244,8.41,23.46
25.258,8.43,23.31
25.273,8.48,23.16
25.287,8.44,23.02
25.301,8.45,22.88
25.315,8.41,22.73
25.333,8.44,22.59
25.347,8.45,22.45
25.362,8.41,22.32
25.376,8.35,22.18
25.39,8.37,22.04
25.404,8.43,21.91
25.418,8.43,21.78
25.432,8.38,21.64
25.447,8.5,21.51
25.461,8.49,21.39
25.475,8.41,21.26
25.489,8.41,21.13
25.504,8.42,21.01
25.518,8.41,20.88
25.532,8.41,20.76
25.546,8.41,20.64
25.56,8.41,20.52
25.575,8.44,20.4
25.589,8.42,20.28
25.603,8.4,20.16
25.617,8.42,20.05
25.632,8.44,19.93
25.646,8.47,19.82
25.66,8.51,19.71
25.674,8.53,19.6
25.688,8.24,19.49
25.703,8.29,19.38
25.717,8.45,19.27
25.731,8.63,19.16
25.746,8.37,19.07
25.76,8.28,18.96
25.774,8.43,18.86
25.788,8.64,18.76
25.803,8.39,18.66
25.817,8.23,18.56
25.831,8.5,18.46
25.845,8.68,18.36
25.859,8.33,18.26
25.873,8.27,18.17
25.888,8.32,18.07
25.902,8.56,17.97
25.916,8.47,17.88
25.931,8.34,17.79
25.945,8.39,17.7
25.959,8.5,17.61
25.975,8.46,17.52
25.989,8.38,17.43
26.003,8.45,17.34
26.017,8.51,17.26
26.031,8.44,17.17
26.046,8.37,17.09
26.059,8.38,17.0
26.074,8.42,16.92
26.088,8.39,16.83
26.102,8.42,16.75
26.116,8.46,16.67
26.13,8.45,16.59
26.144,8.44,16.51
26.158,8.44,16.43
26.173,8.42,16.36
26.188,8.42,16.28
26.202,8.46,16.2
26.217,8.44,16.13
26.231,8.41,16.05
26.245,8.41,15.98
26.26,8.4,15.9
26.274,8.41,15.83
26.288,8.44,15.76
26.302,8.43,15.69
26.317,8.38,15.62
26.331,8.32,15.55
26.345,8.38,15.48
26.359,8.44,15.41
26.374,8.38,15.34
26.388,8.39,15.28
26.402,8.41,15.21
26.416,8.35,15.14
26.43,8.38,15.08
26.445,8.44,15.01
26.459,8.44,14.95
26.473,8.4,14.89
26.487,8.38,14.82
26.502,8.4,14.76
26.516,8.41,14.7
26.53,8.37,14.64
26.544,8.44,14.58
26.559,8.53,14.52
26.573,8.59,14.46
26.587,8.49,14.41
26.601,8.33,14.35
26.615,8.35,14.29
26.629,8.4,14.23
26.644,8.48,14.18
26.658,8.5,14.12
26.672,8.37,14.07
26.687,8.38,14.01
26.701,8.4,13.96
26.715,8.34,13.91
26.73,8.39,13.85
26.744,8.47,13.8
26.758,8.47,13.75
26.773,8.4,13.7
26.787,8.39,13.65
26.801,8.41,13.59
26.815,8.36,13.55
26.83,8.43,13.5
26.845,8.5,13.45
26.859,8.46,13.4
26.873,8.41,13.35
26.887,8.41,13.31
26.901,8.42,13.26
26.915,8.43,13.21
26.929,8.4,13.17
26.943,8.4,13.12
26.957,8.37,13.08
26.972,8.33,13.03
26.986,8.39,12.99
27.0,8.44,12.94
27.014,8.39,12.9
27.028,8.41,12.86
27.042,8.39,12.82
27.057,8.38,12.78
27.071,8.41,12.73
27.085,8.46,12.69
27.099,8.45,12.65
27.114,8.4,12.61
27.128,8.36,12.57
27.142,8.37,12.53
27.157,8.46,12.49
27.171,8.43,12.45
27.185,8.47,12.42
27.199,8.49,12.38
27.214,8.45,12.34
27.228,8.39,12.3
27.242,8.37,12.27
27.256,8.38,12.23
27.27,8.41,12.19
27.284,8.41,12.16
27.299,8.39,12.12
27.313,8.35,12.09
27.328,8.35,12.05
27.342,8.38,12.02
27.356,8.49,11.98
27.37,8.5,11.95
27.391,8.4,11.92
27.405,8.41,11.88
27.419,8.43,11.85
27.433,8.47,11.82
27.447,8.49,11.79
27.461,8.39,11.76
27.475,8.3,11.72
27.49,8.29,11.69
27.504,8.42,11.66
27.518,8.46,11.63
27.533,8.45,11.6
27.547,8.43,11.57
27.561,8.39,11.54
27.575,8.38,11.51
27.589,8.49,11.49
27.604,8.48,11.46
27.618,8.42,11.43
27.632,8.42,11.4
27.646,8.39,11.38
27.661,8.36,11.35
27.675,8.4,11.32
27.689,8.52,11.29
27.706,8.49,11.27
27.72,8.32,11.24
27.734,8.32,11.21
27.748,8.48,11.19
27.762,8.51,11.16
27.777,8.49,11.14
27.791,8.45,11.11
27.805,8.4,11.09
27.819,8.39,11.06
27.833,8.38,11.04
27.848,8.4,11.02
27.862,8.44,10.99
27.876,8.45,10.97
27.89,8.41,10.94
27.904,8.38,10.92
27.919,8.32,10.9
27.934,8.38,10.87
27.948,8.5,10.85
27.962,8.52,10.83
27.976,8.39,10.81
27.991,8.3,10.79
28.005,8.36,10.77
28.019,8.43,10.75
28.033,8.47,10.72
28.047,8.42,10.7
28.061,8.41,10.69
28.076,8.39,10.67
28.09,8.35,10.64
28.104,8.38,10.62
28.118,8.47,10.6
28.133,8.51,10.58
28.147,8.42,10.56
28.161,8.35,10.54
28.175,8.37,10.52
28.189,8.42,10.51
28.203,8.45,10.49
28.217,8.45,10.47
28.232,8.43,10.45
28.246,8.38,10.43
28.26,8.35,10.42
28.274,8.42,10.4
28.288,8.45,10.38
28.302,8.47,10.36
28.316,8.45,10.34
28.331,8.42,10.33
28.345,8.38,10.31
28.359,8.39,10.29
28.373,8.51,10.28
28.388,8.48,10.26
28.402,8.4,10.24
28.416,8.38,10.23
28.431,8.38,10.21
28.445,8.39,10.19
28.459,8.43,10.18
28.473,8.46,10.16
28.488,8.43,10.15
28.502,8.41,10.13
28.516,8.39,10.12
28.531,8.37,10.1
28.545,8.41,10.09
28.56,8.45,10.07
28.575,8.43,10.06
28.589,8.39,10.04
28.603,8.38,10.03
28.618,8.41,10.01
28.632,8.43,10.0
28.646,8.46,9.99
28.66,8.45,9.97
28.675,8.41,9.96
28.688,8.36,9.95
28.702,8.42,9.93
28.717,8.44,9.92
28.731,8.41,9.91
28.745,8.43,9.89
28.759,8.42,9.88
28.773,8.41,9.87
28.787,8.45,9.86
28.801,8.45,9.84
28.816,8.44,9.83
28.83,8.38,9.82
28.844,8.4,9.81
28.858,8.43,9.79
28.873,8.4,9.78
28.887,8.39,9.77
28.903,8.39,9.76
28.917,8.4,9.75
28.931,8.4,9.73
28.946,8.39,9.72
28.96,8.41,9.71
28.974,8.41,9.7
28.988,8.4,9.69
29.003,8.41,9.68
29.017,8.44,9.67
29.031,8.48,9.66
29.045,8.49,9.65
29.06,8.44,9.64
29.074,8.41,9.63
29.088,8.44,9.62
29.102,8.4,9.61
29.116,8.36,9.6
29.13,8.39,9.59
29.145,8.42,9.58
29.159,8.43,9.57
29.173,8.4,9.56
29.187,8.37,9.55
29.201,8.4,9.54
29.216,8.46,9.53
29.23,8.46,9.52
29.244,8.4,9.51
29.258,8.38,9.51
29.273,8.4,9.5
29.287,8.43,9.49
29.301,8.4,9.48
29.315,8.42,9.47
29.329,8.49,9.46
29.344,8.36,9.45
29.358,8.31,9.44
29.373,8.4,9.43
29.387,8.45,9.43
29.401,8.44,9.42
29.415,8.47,9.41
29.43,8.38,9.4
29.444,8.37,9.4
29.458,8.42,9.39
29.472,8.43,9.38
29.486,8.45,9.37
29.5,8.38,9.37
29.515,8.35,9.36
29.529,8.45,9.35
29.543,8.46,9.34
29.557,8.46,9.34
29.571,8.41,9.33
29.585,8.41,9.32
29.6,8.36,9.31
29.614,8.36,9.31
29.628,8.44,9.3
29.642,8.46,9.29
29.657,8.42,9.29
29.671,8.37,9.28
29.685,8.35,9.28
29.699,8.36,9.27
29.713,8.26,9.26
29.728,8.43,9.25
29.742,8.52,9.25
29.756,8.42,9.24
29.77,8.37,9.24
29.785,8.35,9.23
29.799,8.39,9.22
29.813,8.4,9.21
29.827,8.47,9.21
29.842,8.44,9.2
29.856,8.37,9.2
29.87,8.36,9.19
29.884,8.33,9.18
29.899,8.36,9.18
29.913,8.46,9.17
29.927,8.51,9.17
29.941,8.43,9.16
29.955,8.4,9.16
29.97,8.42,9.15
29.984,8.42,9.15
29.998,8.41,9.14
30.013,8.34,9.14
30.027,8.33,9.13
30.041,8.36,9.12
30.055,8.4,9.12
30.069,8.4,9.11
30.084,8.43,9.11
30.098,8.43,9.1
30.112,8.39,9.1
30.126,8.4,9.09
30.141,8.43,9.09
30.155,8.41,9.09
30.169,8.39,9.08
30.184,8.42,9.08
30.198,8.47,9.07
30.212,8.41,9.07
30.226,8.35,9.07
30.241,8.37,9.06
30.255,8.42,9.06
30.27,8.37,9.05
30.284,8.35,9.05
30.298,8.4,9.04
30.312,8.4,9.04
30.326,8.39,9.03
30.34,8.35,9.03
30.355,8.38,9.02
30.369,8.44,9.02
30.383,8.45,9.01
30.397,8.43,9.01
30.412,8.38,9.01
30.426,8.37,9.0
30.44,8.35,9.0
30.455,8.4,8.99
30.469,8.45,8.99
30.483,8.44,8.99
30.497,8.34,8.98
30.512,8.29,8.98
30.526,8.33,8.97
30.54,8.5,8.97
30.554,8.49,8.97
30.568,8.39,8.96
30.583,8.36,8.96
30.597,8.35,8.96
30.611,8.36,8.95
30.625,8.39,8.95
30.639,8.51,8.95
30.653,8.47,8.94
30.668,8.4,8.94
30.682,8.34,8.94
30.696,8.37,8.93
30.711,8.42,8.93
30.725,8.42,8.93
30.739,8.44,8.92
30.753,8.43,8.92
30.768,8.35,8.92
30.782,8.35,8.91
30.796,8.46,8.91
30.811,8.48,8.91
30.825,8.49,8.9
30.839,8.43,8.9
30.853,8.32,8.9
30.867,8.21,8.9
30.882,8.28,8.89
30.896,8.54,8.89
30.911,8.51,8.89
30.925,8.35,8.89
30.939,8.33,8.88
30.953,8.33,8.88
30.967,8.35,8.88
30.981,8.51,8.87
30.996,8.47,8.87
31.01,8.47,8.87
31.024,8.42,8.87
31.038,8.38,8.86
31.053,8.3,8.86
31.067,8.41,8.86
31.082,8.49,8.85
31.096,8.47,8.85
31.11,8.35,8.85
31.124,8.3,8.85
31.138,8.31,8.84
31.153,8.44,8.84
31.168,8.42,8.84
31.182,8.41,8.84
31.196,8.46,8.83
31.211,8.39,8.83
31.225,8.33,8.83
31.239,8.4,8.83
31.253,8.47,8.83
31.267,8.49,8.82
31.281,8.38,8.82
31.297,8.34,8.82
31.311,8.36,8.82
31.326,8.41,8.82
31.34,8.44,8.81
31.354,8.48,8.81
31.369,8.44,8.81
31.383,8.37,8.81
31.397,8.37,8.81
31.412,8.39,8.8
31.426,8.4,8.8
31.44,8.47,8.8
31.454,8.45,8.8
31.468,8.35,8.8
31.483,8.34,8.8
31.497,8.41,8.79
31.511,8.47,8.79
31.525,8.4,8.79
31.539,8.38,8.79
31.554,8.4,8.79
31.568,8.41,8.79
31.582,8.38,8.79
31.596,8.37,8.78
31.61,8.43,8.78
31.633,8.44,8.78
31.645,8.38,8.78
31.659,8.39,8.78
31.673,8.4,8.78
31.687,8.39,8.78
31.702,8.43,8.78
31.716,8.48,8.77
31.73,8.49,8.77
31.744,8.37,8.78
31.758,8.37,8.77
31.773,8.4,8.77
31.787,8.43,8.77
31.801,8.42,8.77
31.816,8.34,8.77
31.83,8.34,8.77
31.846,8.42,8.77
31.86,8.41,8.76
31.874,8.4,8.76
31.888,8.38,8.76
31.903,8.33,8.76
31.917,8.32,8.76
31.931,8.38,8.76
31.945,8.39,8.75
31.962,8.43,8.75
31.975,8.43,8.75
31.99,8.44,8.75
32.004,8.43,8.75
32.018,8.43,8.75
32.032,8.39,8.75
32.046,8.4,8.74
32.06,8.48,8.74
32.074,8.5,8.74
32.088,8.48,8.74
32.103,8.36,8.74
32.117,8.36,8.74
32.131,8.44,8.74
32.145,8.49,8.74
32.16,8.43,8.74
32.174,8.36,8.74
32.188,8.44,8.74
32.202,8.49,8.73
32.216,8.49,8.73
32.23,8.49,8.73
32.244,8.44,8.73
32.258,8.45,8.73
32.273,8.46,8.73
32.287,8.42,8.73
32.303,8.43,8.73
32.317,8.43,8.73
32.331,8.44,8.73
32.345,8.43,8.73
32.36,8.52,8.73
32.374,8.47,8.73
32.388,8.41,8.73
32.402,8.41,8.73
32.416,8.41,8.72
32.43,8.4,8.72
32.445,8.4,8.72
32.459,8.4,8.72
32.473,8.4,8.72
32.487,8.44,8.72
32.501,8.47,8.72
32.515,8.44,8.72
32.53,8.4,8.72
32.544,8.43,8.72
32.558,8.49,8.71
32.572,8.49,8.71
32.587,8.37,8.71
32.601,8.36,8.71
32.616,8.39,8.71
32.63,8.41,8.71
32.644,8.42,8.71
32.658,8.46,8.71
32.672,8.49,8.71
32.687,8.44,8.71
32.701,8.37,8.7
32.715,8.37,8.7
32.729,8.37,8.7
32.744,8.35,8.7
32.758,8.38,8.7
32.772,8.43,8.7
32.787,8.4,8.7
32.801,8.36,8.7
32.815,8.4,8.7
32.83,8.42,8.69
32.844,8.45,8.69
32.859,8.41,8.69
32.873,8.41,8.69
32.887,8.46,8.69
32.901,8.43,8.69
32.915,8.42,8.69
32.929,8.43,8.69
32.943,8.38,8.69
32.958,8.38,8.69
32.972,8.41,8.68
32.986,8.43,8.68
33.0,8.43,8.68
33.014,8.42,8.68
33.028,8.43,8.68
33.042,8.42,8.68
33.057,8.41,8.68
33.071,8.4,8.68
33.085,8.37,8.68
33.099,8.37,8.68
33.113,8.4,8.67
33.128,8.5,8.67
33.142,8.48,8.67
33.158,8.41,8.67
33.172,8.4,8.67
33.186,8.44,8.67
33.2,8.43,8.67
